Date	Tavg	Rainfall
2015-08-02	26.59	0.49
2015-08-03	26.14	5.5
2015-08-04	26.46	3.77
2015-08-05	26.73	1.97
2015-08-06	26.42	0.89
2015-08-07	26.66	0.99
2015-08-08	26.76	2.67
2015-08-09	26.71	5.33
2015-08-10	26.74	2.48
2015-08-11	26.82	4.68
2015-08-12	26.5	6.41
2015-08-13	26.59	8.42
2015-08-14	26.88	3.74
2015-08-15	26.92	3.07
2015-08-16	26.97	1.03
2015-08-17	26.92	3.68
2015-08-18	26.71	5.48
2015-08-19	26.83	9.22
2015-08-20	26.77	5.13
2015-08-21	26.83	4.57
2015-08-22	27	5.93
2015-08-23	27.05	2.65
2015-08-24	26.97	1.83
2015-08-25	26.9	1.45
2015-08-26	26.86	1.16
2015-08-27	26.83	7.17
2015-08-28	26.96	3.18
2015-08-29	26.64	2.4
2015-08-30	26.86	4.39
2015-08-31	26.76	6.86
2015-09-01	26.89	0.07
2015-09-02	27.01	0.2
2015-09-03	26.84	5.01
2015-09-04	27.03	1.92
2015-09-05	27.24	3.29
2015-09-06	27.22	3.05
2015-09-07	26.89	6.31
2015-09-08	26.72	2.5
2015-09-09	26.72	5.67
2015-09-10	26.66	6.36
2015-09-11	26.71	1.74
2015-09-12	26.72	1.88
2015-09-13	26.77	1.05
2015-09-14	26.55	2.99
2015-09-15	26.45	7.56
2015-09-16	26.52	5.64
2015-09-17	26.79	1.81
2015-09-18	26.79	4.46
2015-09-19	26.83	1.95
2015-09-20	26.67	2.46
2015-09-21	26.55	7.6
2015-09-22	26.48	5.74
2015-09-23	26.43	6.36
2015-09-24	26.31	13.5
2015-09-25	26.44	6.53
2015-09-26	26.49	0.35
2015-09-27	26.64	0.08
2015-09-28	26.41	2.03
2015-09-29	25.99	5.59
2015-09-30	25.78	6.1
2015-10-01	26.15	0.65
2015-10-02	26.33	1.98
2015-10-03	26.08	3.49
2015-10-04	26.13	2.38
2015-10-05	26.22	2.32
2015-10-06	26.32	2.49
2015-10-07	26.29	4.61
2015-10-08	26.22	5.22
2015-10-09	26.12	10.46
2015-10-10	25.64	12.63
2015-10-11	26.25	1.21
2015-10-12	25.89	0.58
2015-10-13	25.77	1.12
2015-10-14	25.98	1.34
2015-10-15	26.15	2.5
2015-10-16	25.9	0.95
2015-10-17	26.07	0.45
2015-10-18	26.29	0.1
2015-10-19	26	0.83
2015-10-20	26.08	0.76
2015-10-21	26.57	0.48
2015-10-22	26.86	1.22
2015-10-23	26.72	1.41
2015-10-24	26.29	5.85
2015-10-25	26.31	2.56
2015-10-26	26.27	1.47
2015-10-27	26.13	5.01
2015-10-28	25.91	5.78
2015-10-29	26.29	2.3
2015-10-30	26.17	2.2
2015-10-31	26.05	8.39
2015-11-01	26.2	5.2
2015-11-02	26.02	2.29
2015-11-03	25.85	1.12
2015-11-04	25.85	0.52
2015-11-05	25.88	0.12
2015-11-06	25.99	0.46
2015-11-07	26.12	0.05
2015-11-08	26.12	0.02
2015-11-09	26.18	0.29
2015-11-10	25.97	0.48
2015-11-11	25.85	0.89
2015-11-12	25.78	0.11
2015-11-13	25.74	0.1
2015-11-14	25.65	0.07
2015-11-15	25.43	0.08
2015-11-16	25.26	0.08
2015-11-17	25.46	0.16
2015-11-18	25.88	0.65
2015-11-19	25.84	0.6
2015-11-20	25.4	1.31
2015-11-21	25.4	2.63
2015-11-22	25.44	1.63
2015-11-23	25.34	0.28
2015-11-24	25.25	0.65
2015-11-25	25.43	2.29
2015-11-26	25.15	0.04
2015-11-27	24.94	0.18
2015-11-28	24.81	0.85
2015-11-29	25.03	2.36
2015-11-30	24.93	1.01
2015-12-01	25.14	0.79
2015-12-02	25.28	2.26
2015-12-03	25.13	2.25
2015-12-04	24.84	1.52
2015-12-05	24.71	2.72
2015-12-06	24.75	2.88
2015-12-07	24.78	2.38
2015-12-08	25.02	1.04
2015-12-09	25.07	1.34
2015-12-10	24.9	1.17
2015-12-11	25.14	1.49
2015-12-12	25.21	0.05
2015-12-13	25.16	0.06
2015-12-14	24.97	0.1
2015-12-15	24.96	0.2
2015-12-16	25.21	0.13
2015-12-17	25.23	0.1
2015-12-18	25.03	0.14
2015-12-19	25.17	0.14
2015-12-20	24.97	0.09
2015-12-21	24.84	0.07
2015-12-22	24.82	0.06
2015-12-23	24.9	0.1
2015-12-24	24.97	0.05
2015-12-25	25.03	0.11
2015-12-26	25.06	0.63
2015-12-27	25.34	0.2
2015-12-28	25.14	0.08
2015-12-29	24.78	0.04
2015-12-30	24.98	0.01
2015-12-31	24.97	0.06
2016-01-01	24.82	0.12
2016-01-02	24.67	0.18
2016-01-03	25.01	0.07
2016-01-04	24.89	0.66
2016-01-05	25.14	0.49
2016-01-06	25.04	0.2
2016-01-07	24.81	0.35
2016-01-08	24.7	0.06
2016-01-09	24.5	0.22
2016-01-10	24.45	0.31
2016-01-11	24.31	0.39
2016-01-12	24.21	0.45
2016-01-13	24.2	0.56
2016-01-14	24.22	2
2016-01-15	24.35	1.7
2016-01-16	24.39	1.99
2016-01-17	24.43	0.85
2016-01-18	24.35	0.61
2016-01-19	24.16	0.85
2016-01-20	23.94	0.93
2016-01-21	24.17	0.3
2016-01-22	24.58	2.54
2016-01-23	24.82	5.2
2016-01-24	25.1	0.03
2016-01-25	25.33	0.08
2016-01-26	25.14	0.16
2016-01-27	25.33	0.41
2016-01-28	25.31	0.08
2016-01-29	25.11	0.14
2016-01-30	25.21	0.16
2016-01-31	24.95	0.2
2016-02-01	25.38	0.18
2016-02-02	24.9	0.68
2016-02-03	24.92	0.06
2016-02-04	25.23	0.1
2016-02-05	25.07	0.12
2016-02-06	24.84	0.19
2016-02-07	24.77	0.13
2016-02-08	25	0.24
2016-02-09	24.8	0.2
2016-02-10	24.49	0.19
2016-02-11	24.3	0.33
2016-02-12	23.87	0.93
2016-02-13	23.8	1.12
2016-02-14	24.45	1.29
2016-02-15	25.08	1.54
2016-02-16	24.88	0.13
2016-02-17	24.55	0.06
2016-02-18	24.75	0.05
2016-02-19	24.76	0.2
2016-02-20	25.1	0.17
2016-02-21	24.95	0.06
2016-02-22	24.73	0.09
2016-02-23	24.55	0.11
2016-02-24	24.87	0.1
2016-02-25	25.07	0.24
2016-02-26	25.46	0.36
2016-02-27	25.42	0.1
2016-02-28	25.34	0.1
2016-02-29	25.2	0.15
2016-03-01	25.48	0.1
2016-03-02	25.69	0.06
2016-03-03	25.44	0.1
2016-03-04	25.52	0.09
2016-03-05	25.19	0.27
2016-03-06	25.2	0.22
2016-03-07	25.25	0.17
2016-03-08	25.32	0.12
2016-03-09	25.08	0.05
2016-03-10	24.84	0.01
2016-03-11	24.7	0.17
2016-03-12	25.02	0.05
2016-03-13	24.36	0.3
2016-03-14	24.14	0.31
2016-03-15	24.66	0.12
2016-03-16	24.68	0.11
2016-03-17	24.75	0.11
2016-03-18	24.9	0.09
2016-03-19	24.97	0.06
2016-03-20	25.12	0.16
2016-03-21	25.05	0.06
2016-03-22	25.13	0.05
2016-03-23	25.12	0.08
2016-03-24	24.84	0.23
2016-03-25	24.77	0.37
2016-03-26	25.07	0.35
2016-03-27	25.17	0.16
2016-03-28	25.3	0.18
2016-03-29	25.18	0.14
2016-03-30	25.27	0.06
2016-03-31	25.19	0.09
2016-04-01	25.37	0.04
2016-04-02	25.28	0.12
2016-04-03	25.4	0.1
2016-04-04	25.35	0.09
2016-04-05	25.3	0.07
2016-04-06	25.23	0.1
2016-04-07	25.24	0.1
2016-04-08	25.47	0.15
2016-04-09	25.73	0.21
2016-04-10	25.69	0.19
2016-04-11	25.42	0.14
2016-04-12	25.32	0.13
2016-04-13	25.46	0.07
2016-04-14	25.72	0.09
2016-04-15	25.69	0.07
2016-04-16	25.96	0.11
2016-04-17	25.97	0.07
2016-04-18	26.04	0.08
2016-04-19	26.12	0.22
2016-04-20	25.7	0.31
2016-04-21	25.52	0.56
2016-04-22	25.26	0.95
2016-04-23	25.55	0.15
2016-04-24	25.78	0.15
2016-04-25	26.04	0.22
2016-04-26	26.24	0.14
2016-04-27	26.5	0.18
2016-04-28	26.16	0.07
2016-04-29	25.9	0.11
2016-04-30	25.65	0.11
2016-05-01	25.57	0.11
2016-05-02	25.67	0.42
2016-05-03	25.61	0.7
2016-05-04	26.16	0.06
2016-05-05	25.97	0.07
2016-05-06	25.24	0.11
2016-05-07	25.14	0.13
2016-05-08	25.18	0.15
2016-05-09	25.27	0.05
2016-05-10	25.57	0.23
2016-05-11	25.66	0.09
2016-05-12	25.69	0.19
2016-05-13	25.82	0.42
2016-05-14	25.44	0.93
2016-05-15	25.57	0.46
2016-05-16	25.74	0.14
2016-05-17	25.81	0.24
2016-05-18	25.6	0.1
2016-05-19	25.53	0.15
2016-05-20	25.89	0.19
2016-05-21	26.52	0.07
2016-05-22	26.87	0.37
2016-05-23	26.54	0.08
2016-05-24	26.26	0.1
2016-05-25	26.39	0.39
2016-05-26	26.28	0.75
2016-05-27	26.53	1.36
2016-05-28	26.48	0.71
2016-05-29	26.89	0.49
2016-05-30	26.74	0.4
2016-05-31	26.58	0.11
2016-06-01	26.95	0.18
2016-06-02	26.56	0.13
2016-06-03	26.58	0.12
2016-06-04	26.57	0.4
2016-06-05	26.6	0.34
2016-06-06	26.54	0.12
2016-06-07	26.93	0.81
2016-06-08	26.86	0.15
2016-06-09	26.67	0.23
2016-06-10	26.98	0.25
2016-06-11	27.02	0.27
2016-06-12	27.42	0.25
2016-06-13	26.67	1.32
2016-06-14	26.5	2.01
2016-06-15	26.75	0.75
2016-06-16	26.44	5.36
2016-06-17	26.74	1.79
2016-06-18	26.95	1.24
2016-06-19	27.03	0.89
2016-06-20	27.34	0.32
2016-06-21	26.92	3.55
2016-06-22	26.83	0.13
2016-06-23	27.09	0.22
2016-06-24	27.42	0.24
2016-06-25	27.55	0.29
2016-06-26	26.75	3.53
2016-06-27	26.38	2.99
2016-06-28	26.61	2.36
2016-06-29	26.51	6.41
2016-06-30	26.47	5.15
2016-07-01	26.95	0.86
2016-07-02	26.9	1.31
2016-07-03	26.65	4.99
2016-07-04	26.77	0.89
2016-07-05	27.25	0.28
2016-07-06	26.94	1.94
2016-07-07	26.72	2.36
2016-07-08	26.48	1.25
2016-07-09	26.4	4.94
2016-07-10	26.31	10.51
2016-07-11	26.35	4.44
2016-07-12	26.25	1.59
2016-07-13	26.48	4.55
2016-07-14	26.5	1.75
2016-07-15	26.77	0.48
2016-07-16	26.49	7.31
2016-07-17	26.68	1.16
2016-07-18	27.07	0.4
2016-07-19	26.97	0.77
2016-07-20	26.84	4.14
2016-07-21	26.84	5.44
2016-07-22	26.7	0.17
2016-07-23	27.16	0.25
2016-07-24	26.71	1
2016-07-25	26.96	1.13
2016-07-26	27.23	1.16
2016-07-27	27.18	0.49
2016-07-28	27.07	0.45
2016-07-29	27.23	2.53
2016-07-30	27.19	0.12
2016-07-31	26.8	0.9
2016-08-01	26.85	2.99
2016-08-02	26.53	6.39
2016-08-03	26.43	2.52
2016-08-04	25.74	11.83
2016-08-05	26.51	4.25
2016-08-06	26.98	0.26
2016-08-07	26.67	2.04
2016-08-08	26.67	2.77
2016-08-09	26.66	2.04
2016-08-10	27.28	0.46
2016-08-11	27.11	3.26
2016-08-12	26.64	5.14
2016-08-13	26.67	8.23
2016-08-14	26.78	1.74
2016-08-15	26.61	1.31
2016-08-16	26.74	1.77
2016-08-17	27.07	1.57
2016-08-18	27.25	1.52
2016-08-19	27.17	1.77
2016-08-20	27.42	1.54
2016-08-21	27.3	3.86
2016-08-22	26.91	5.99
2016-08-23	26.87	5.11
2016-08-24	26.72	2.19
2016-08-25	26.8	1.27
2016-08-26	27.23	1.2
2016-08-27	26.8	2.64
2016-08-28	26.8	3.42
2016-08-29	26.29	12.16
2016-08-30	26.81	4.41
2016-08-31	26.81	3.97
2016-09-01	26.84	3.07
2016-09-02	26.4	5.99
2016-09-03	26.33	5.99
2016-09-04	26.69	4.37
2016-09-05	26.52	7.04
2016-09-06	26.38	5.41
2016-09-07	26.88	4.22
2016-09-08	26.79	3.13
2016-09-09	26.59	4.97
2016-09-10	26.66	7.67
2016-09-11	26.91	0.91
2016-09-12	26.54	5.2
2016-09-13	26.02	7.32
2016-09-14	26.16	6.14
2016-09-15	25.9	11.9
2016-09-16	25.79	10.23
2016-09-17	26.33	6.63
2016-09-18	26.41	6.79
2016-09-19	26.57	1.56
2016-09-20	26.34	2.57
2016-09-21	26.55	3.47
2016-09-22	26.44	3.33
2016-09-23	26.76	2.37
2016-09-24	26.83	3.75
2016-09-25	26.81	5.26
2016-09-26	26.92	2.09
2016-09-27	26.89	0.96
2016-09-28	26.59	1.21
2016-09-29	26.61	0.9
2016-09-30	26.71	3.68
2016-10-01	26.51	5.15
2016-10-02	26.29	7.62
2016-10-03	26.24	6.77
2016-10-04	26.26	7.08
2016-10-05	26.08	9.64
2016-10-06	26.24	6.42
2016-10-07	26.28	3.06
2016-10-08	26.74	0.51
2016-10-09	26.35	2.97
2016-10-10	26.01	6.31
2016-10-11	26.33	3.76
2016-10-12	26.51	3.99
2016-10-13	26.55	1.87
2016-10-14	26.5	6.04
2016-10-15	26.5	5.09
2016-10-16	26.57	6.71
2016-10-17	26.77	0.46
2016-10-18	26.34	0.61
2016-10-19	26.14	2.14
2016-10-20	26.02	3.99
2016-10-21	26.15	4.4
2016-10-22	26.21	0.96
2016-10-23	26.08	0.88
2016-10-24	26.17	0.15
2016-10-25	26.35	0.2
2016-10-26	26.07	3.39
2016-10-27	26.15	3
2016-10-28	26.22	1.02
2016-10-29	26.21	0.33
2016-10-30	26.12	0.26
2016-10-31	26.19	0.2
2016-11-01	26.42	0.22
2016-11-02	25.6	0.96
2016-11-03	25.47	2.84
2016-11-04	25.44	5.54
2016-11-05	25.52	4.07
2016-11-06	25.69	2.57
2016-11-07	25.62	3.95
2016-11-08	25.7	1.92
2016-11-09	25.86	1.86
2016-11-10	25.82	1.57
2016-11-11	26.09	1.18
2016-11-12	26.34	1.06
2016-11-13	26.08	1.77
2016-11-14	25.78	1.53
2016-11-15	25.81	2.07
2016-11-16	25.9	1.74
2016-11-17	25.76	0.97
2016-11-18	25.78	1.52
2016-11-19	25.87	4.73
2016-11-20	25.81	4.68
2016-11-21	25.92	0.74
2016-11-22	26.01	4.25
2016-11-23	26.02	2.11
2016-11-24	26.13	1.21
2016-11-25	25.81	0.19
2016-11-26	25.33	0.06
2016-11-27	25.22	0.09
2016-11-28	25.86	0.08
2016-11-29	25.92	0.05
2016-11-30	25.7	0.07
2016-12-01	25.64	0.12
2016-12-02	25.25	0.07
2016-12-03	25.5	0.14
2016-12-04	25.81	0.13
2016-12-05	25.29	0.08
2016-12-06	25.22	0.25
2016-12-07	25.21	0.05
2016-12-08	25.05	0.11
2016-12-09	24.87	0.09
2016-12-10	25.14	0.09
2016-12-11	25.06	0.11
2016-12-12	25.29	0.06
2016-12-13	25.18	0.09
2016-12-14	25.06	0.04
2016-12-15	24.76	0.08
2016-12-16	24.99	0.22
2016-12-17	25.42	0.16
2016-12-18	25.18	0.11
2016-12-19	24.92	0.12
2016-12-20	24.89	0.08
2016-12-21	24.75	0.1
2016-12-22	24.97	0.12
2016-12-23	24.82	0.06
2016-12-24	24.71	0.03
2016-12-25	24.45	0.25
2016-12-26	24.33	0.35
2016-12-27	24.39	0.33
2016-12-28	24.54	0.37
2016-12-29	24.48	0.13
2016-12-30	24.27	0.3
2017-01-01	24.26	0.37
2017-01-02	24.2	0.12
2017-01-03	23.86	0.18
2017-01-04	24.09	0.26
2017-01-05	24.43	0.26
2017-01-06	24.69	1.85
2017-01-07	24.5	0.88
2017-01-08	24.17	0.32
2017-01-09	24.35	1.91
2017-01-10	24.53	0.56
2017-01-11	24.65	0.48
2017-01-12	24.89	0.16
2017-01-13	25.01	0.59
2017-01-14	25.47	0.21
2017-01-15	25.72	0.34
2017-01-16	25.41	0.22
2017-01-17	25.06	0.14
2017-01-18	25.05	0.29
2017-01-19	25.08	0.32
2017-01-20	24.68	1.33
2017-01-21	24.41	1.1
2017-01-22	24.28	1.37
2017-01-23	24.78	0.78
2017-01-24	25	0.48
2017-01-25	25.14	0.25
2017-01-26	25.17	0.09
2017-01-27	25.25	0.21
2017-01-28	25.24	0.13
2017-01-29	25.65	0.23
2017-01-30	25.78	0.04
2017-01-31	25.58	0.19
2017-02-01	25.48	0.08
2017-02-02	25.31	0.17
2017-02-03	25.69	0.2
2017-02-04	25.19	0.29
2017-02-05	25.02	0.25
2017-02-06	25.06	0.14
2017-02-07	25.02	0.2
2017-02-08	24.98	0.39
2017-02-09	25.06	0.27
2017-02-10	24.76	0.59
2017-02-11	25.04	0.11
2017-02-12	25.05	0.4
2017-02-13	24.83	0.85
2017-02-14	25.1	0.08
2017-02-15	24.84	0.2
2017-02-16	24.47	0.36
2017-02-17	24.49	0.81
2017-02-18	25.02	0.1
2017-02-19	25.28	0.01
2017-02-20	24.72	0.25
2017-02-21	24.91	0.04
2017-02-22	24.89	0.15
2017-02-23	24.73	0.19
2017-02-24	24.84	0.46
2017-02-25	24.47	0.66
2017-02-26	25.02	0.29
2017-02-27	24.64	0.23
2017-02-28	24.51	0.23
2017-03-01	24.89	0.36
2017-03-02	25.27	0.55
2017-03-03	25.33	0.24
2017-03-04	25.03	0.13
2017-03-05	25.3	0.12
2017-03-06	25.48	0.93
2017-03-07	25.15	0.2
2017-03-08	24.57	0.6
2017-03-09	24.77	0.23
2017-03-10	24.87	0.09
2017-03-11	25	0.16
2017-03-12	25.25	0.08
2017-03-13	25.59	0.05
2017-03-14	25.7	0.05
2017-03-15	25.62	0.16
2017-03-16	25.45	0.04
2017-03-17	24.91	0.15
2017-03-18	25.01	0.08
2017-03-19	25.5	0.19
2017-03-20	25.93	0.09
2017-03-21	25.31	0.08
2017-03-22	25.68	0.18
2017-03-23	25.64	0.08
2017-03-24	25.65	0.11
2017-03-25	25.72	0.65
2017-03-26	25.56	0.06
2017-03-27	25.7	0.09
2017-03-28	25.61	0.13
2017-03-29	25.64	0.18
2017-03-30	25.57	0.05
2017-03-31	25.61	0.17
2017-04-01	25.68	0.07
2017-04-02	25.47	0.18
2017-04-03	25.7	1.32
2017-04-04	25.56	0.21
2017-04-05	25.6	0.28
2017-04-06	25.43	0.15
2017-04-07	25.51	0.22
2017-04-08	25.69	0.06
2017-04-09	25.28	0.31
2017-04-10	24.71	0.4
2017-04-11	25.06	0.06
2017-04-12	24.98	0.07
2017-04-13	25.26	0.05
2017-04-14	25.26	0.07
2017-04-15	25.33	0.03
2017-04-16	25.12	0.07
2017-04-17	25	0.08
2017-04-18	24.82	0.24
2017-04-19	24.87	0.15
2017-04-20	24.81	0.18
2017-04-21	24.75	0.27
2017-04-22	25.13	0.21
2017-04-23	25.16	0.25
2017-04-24	24.93	0.47
2017-04-25	25.54	0.18
2017-04-26	25.31	0.2
2017-04-27	25.03	0.22
2017-04-28	25.16	0.1
2017-04-29	25.38	0.19
2017-04-30	25.3	0.13
2017-05-01	25.3	0.39
2017-05-02	25.71	0.07
2017-05-03	25.58	0.2
2017-05-04	25.33	0.18
2017-05-05	25.61	0.1
2017-05-06	26.13	0.08
2017-05-07	25.91	0.14
2017-05-08	25.76	0.17
2017-05-09	25.89	0.13
2017-05-10	25.77	0.24
2017-05-11	26.35	0.13
2017-05-12	26.01	0.22
2017-05-13	25.88	0.2
2017-05-14	25.64	0.14
2017-05-15	25.76	0.2
2017-05-16	25.81	0.16
2017-05-17	25.91	0.2
2017-05-18	25.93	0.22
2017-05-19	25.9	0.18
2017-05-20	25.82	0.08
2017-05-21	25.75	0.06
2017-05-22	25.78	0.09
2017-05-23	25.97	0.1
2017-05-24	26.06	0.15
2017-05-25	26.02	0.07
2017-05-26	26.17	0.25
2017-05-27	26.2	0.09
2017-05-28	26.04	0.16
2017-05-29	26.08	0.09
2017-05-30	26.12	0.21
2017-05-31	25.73	0.19
2017-06-01	25.71	0.2
2017-06-02	26	0.14
2017-06-03	26.55	0.25
2017-06-04	26.42	0.45
2017-06-05	25.96	0.72
2017-06-06	26.12	0.42
2017-06-07	26.54	0.38
2017-06-08	26.75	0.23
2017-06-09	26.54	0.41
2017-06-10	26.72	0.25
2017-06-11	26.85	0.5
2017-06-12	26.72	0.19
2017-06-13	26.68	0.15
2017-06-14	27	0.19
2017-06-15	27.21	0.15
2017-06-16	26.75	0.06
2017-06-17	26.5	0.09
2017-06-18	26.25	0.16
2017-06-19	26	1.03
2017-06-20	26.12	2.35
2017-06-21	26.02	2.18
2017-06-22	26.01	0.27
2017-06-23	26.1	0.22
2017-06-24	26.33	1.96
2017-06-25	26.54	2.56
2017-06-26	26.34	3.46
2017-06-27	26.29	7.21
2017-06-28	26.25	4.11
2017-06-29	26.49	0.74
2017-06-30	26.71	0.18
2017-07-01	27.19	0.18
2017-07-02	27.06	0.31
2017-07-03	26.97	1.19
2017-07-04	27.13	0.9
2017-07-05	27.07	0.54
2017-07-06	26.75	0.33
2017-07-07	26.19	1.42
2017-07-08	26.33	0.99
2017-07-09	26.86	0.2
2017-07-10	27.16	0.22
2017-07-11	26.57	5.9
2017-07-12	26.79	3.61
2017-07-13	27.25	0.53
2017-07-14	27.24	1.16
2017-07-15	26.67	3.63
2017-07-16	26.63	3.28
2017-07-17	27	0.2
2017-07-18	26.73	4.5
2017-07-19	26.67	5.74
2017-07-20	26.84	0.29
2017-07-21	26.83	0.42
2017-07-22	26.83	0.54
2017-07-23	26.73	0.49
2017-07-24	26.57	2.34
2017-07-25	26.05	19.76
2017-07-26	26.55	5.78
2017-07-27	26.45	2.61
2017-07-28	26.57	4.8
2017-07-29	26.91	1.31
2017-07-30	26.86	0.32
2017-07-31	26.66	3.49
2017-08-01	26.76	2.55
2017-08-02	27.15	0.22
2017-08-03	27.2	1.56
2017-08-04	27.08	4
2017-08-05	26.83	3.01
2017-08-06	26.78	3.77
2017-08-07	26.69	1.67
2017-08-08	26.96	1.96
2017-08-09	26.82	2.82
2017-08-10	26.73	6.45
2017-08-11	26.58	5.17
2017-08-12	26.72	4.4
2017-08-13	26.71	2.69
2017-08-14	26.84	0.51
2017-08-15	26.72	2.98
2017-08-16	26.67	3.5
2017-08-17	26.86	2.43
2017-08-18	26.95	4.97
2017-08-19	27.08	1.72
2017-08-20	26.95	0.21
2017-08-21	26.93	2.53
2017-08-22	26.9	4.67
2017-08-23	26.85	6.48
2017-08-24	26.66	8.21
2017-08-25	26.04	10.66
2017-08-26	26.86	0.25
2017-08-27	27.04	0.31
2017-08-28	26.76	2.27
2017-08-29	26.97	3.87
2017-08-30	26.96	0.19
2017-08-31	27.26	1.15
2017-09-01	26.88	4.35
2017-09-02	26.89	3.54
2017-09-03	27.15	1.72
2017-09-04	27.3	0.11
2017-09-05	26.97	0.65
2017-09-06	27.13	4.3
2017-09-07	27.16	3.76
2017-09-08	26.93	2.58
2017-09-09	27.04	3.79
2017-09-10	26.98	2.37
2017-09-11	26.96	5.01
2017-09-12	26.89	5.21
2017-09-13	26.84	2.13
2017-09-14	26.76	3.54
2017-09-15	26.51	3.31
2017-09-16	26.46	6.68
2017-09-17	26.56	6.59
2017-09-18	26.71	3.07
2017-09-19	26.89	1.71
2017-09-20	26.96	0.48
2017-09-21	26.77	2.55
2017-09-22	26.93	6.09
2017-09-23	26.81	1.06
2017-09-24	27.04	0.69
2017-09-25	27.09	2.21
2017-09-26	26.74	8.67
2017-09-27	26.88	1.77
2017-09-28	26.78	1.4
2017-09-29	26.71	3.85
2017-09-30	26.53	3.97
2017-10-01	26.44	3.79
2017-10-02	26.66	1.67
2017-10-03	26.57	0.08
2017-10-04	26.67	4.42
2017-10-05	26.79	1.84
2017-10-06	26.79	1.88
2017-10-07	26.82	0.82
2017-10-08	26.97	0.61
2017-10-09	26.69	3.76
2017-10-10	26.53	5.31
2017-10-11	26.55	1.58
2017-10-12	26.55	0.11
2017-10-13	26.53	0.15
2017-10-14	26.53	0.86
2017-10-15	26.28	4.65
2017-10-16	26.21	2.29
2017-10-17	26.36	0.51
2017-10-18	26.52	3.53
2017-10-19	26.21	7.45
2017-10-20	26.32	8.91
2017-10-21	26.67	2.76
2017-10-22	26.47	4.93
2017-10-23	26.61	2.61
2017-10-24	26.69	0.83
2017-10-25	26.85	0.86
2017-10-26	26.79	3.48
2017-10-27	26.82	0.1
2017-10-28	26.73	0.65
2017-10-29	26.91	0.18
2017-10-30	26.59	1.04
2017-10-31	26.37	1.29
2017-11-01	26.6	1.64
2017-11-02	26.5	4.38
2017-11-03	26.45	4.89
2017-11-04	26.53	3.51
2017-11-05	26.47	3.82
2017-11-06	26.22	3.28
2017-11-07	26.11	0.31
2017-11-08	26.23	1.22
2017-11-09	26.23	2.67
2017-11-10	26.1	2.18
2017-11-11	26.11	2.46
2017-11-12	26.03	3.79
2017-11-13	25.76	3.61
2017-11-14	25.91	3.61
2017-11-15	25.81	2.67
2017-11-16	25.78	4.05
2017-11-17	25.98	5.36
2017-11-18	26.12	2.62
2017-11-19	26.05	2.6
2017-11-20	26.22	1.28
2017-11-21	26.52	0.8
2017-11-22	26.16	0.26
2017-11-23	26.03	0.3
2017-11-24	26.3	0.09
2017-11-25	25.59	0.03
2017-11-26	25.79	0.93
2017-11-27	26.01	0.51
2017-11-28	25.79	0.06
2017-11-29	25.44	0.07
2017-11-30	25.45	0.29
2017-12-01	25.67	0.6
2017-12-02	25.37	0.69
2017-12-03	24.92	1.1
2017-12-04	24.78	0.94
2017-12-05	24.72	0.41
2017-12-06	24.98	0.02
2017-12-07	25.18	0.2
2017-12-08	24.96	1.79
2017-12-09	25.15	1.89
2017-12-10	25.22	2.28
2017-12-11	25.58	0.07
2017-12-12	25.59	1.07
2017-12-13	25.16	2.33
2017-12-14	25.08	1.94
2017-12-15	25.06	1.94
2017-12-16	25.06	3.4
2017-12-17	25.45	2.24
2017-12-18	25.35	1.23
2017-12-19	25.38	1.16
2017-12-20	25.55	0.56
2017-12-21	25.85	0.32
2017-12-22	25.56	0.7
2017-12-23	25.12	0.23
2017-12-24	24.99	0.22
2017-12-25	25.2	0.09
2017-12-26	25.32	0.04
2017-12-27	25.58	0.09
2017-12-28	25.47	2.32
2017-12-29	24.94	1.36
2017-12-30	25	0.85
2017-12-31	24.67	1.09
2018-01-01	24.73	0.5
2018-01-02	24.54	0.31
2018-01-03	24.32	0.77
2018-01-04	24.36	1.76
2018-01-05	24.64	3.56
2018-01-06	24.55	2.22
2018-01-07	24.68	2.78
2018-01-08	25.02	1.17
2018-01-09	25.3	0.37
2018-01-10	25.18	0.14
2018-01-11	25.4	0.3
2018-01-12	25.46	0.44
2018-01-13	25.28	0.05
2018-01-14	25.39	0.1
2018-01-15	25.5	0.1
2018-01-16	24.94	0.22
2018-01-17	24.5	0.38
2018-01-18	24.46	0.48
2018-01-19	24.22	0.83
2018-01-20	24.1	1.35
2018-01-21	24.58	2.7
2018-01-22	24.67	3.66
2018-01-23	24.63	2.51
2018-01-24	24.83	0.64
2018-01-25	24.97	0.87
2018-01-26	25.23	0.3
2018-01-27	24.94	0.63
2018-01-28	24.3	1.7
2018-01-29	23.82	1.86
2018-01-30	24.22	0.48
2018-01-31	24.29	0.2
2018-02-01	24.59	0.2
2018-02-02	24.88	0.4
2018-02-03	24.97	0.83
2018-02-04	25.05	0.17
2018-02-05	24.54	0.13
2018-02-06	24.28	0.94
2018-02-07	23.82	1.69
2018-02-08	23.99	2.09
2018-02-09	24.15	1.7
2018-02-10	24.17	1.65
2018-02-11	24.38	1.77
2018-02-12	24.67	1.66
2018-02-13	24.69	2.16
2018-02-14	24.9	1.55
2018-02-15	25.13	0.11
2018-02-16	25.17	0.12
2018-02-17	25.1	0.21
2018-02-18	25	0.13
2018-02-19	24.94	0.13
2018-02-20	24.87	0.22
2018-02-21	24.52	0.34
