Date	Temperature	Rainfall
1996-11-02	20.39	0
1996-11-03	20.39	0
1996-11-04	20.33	0
1996-11-05	16.5	0
1996-11-06	18.39	0.31
1996-11-07	20.22	0.08
1996-11-08	17.89	0
1996-11-09	18.56	0
1996-11-10	17.72	0
1996-11-11	15	0
1996-11-12	17.06	0
1996-11-13	16.39	0
1996-11-14	17.11	0
1996-11-15	18	0
1996-11-16	16.94	0
1996-11-17	17.28	0
1996-11-18	18.56	0
1996-11-19	18.67	0
1996-11-20	15.83	0
1996-11-21	16.61	0.04
1996-11-22	20.61	0.12
1996-11-23	14.78	0
1996-11-24	16.78	0.02
1996-11-25	17.28	0
1996-11-26	19.5	0.16
1996-11-27	16.33	0
1996-11-28	15.56	0.31
1996-11-29	15.17	0.71
1996-11-30	16.17	0.12
1996-12-01	17.11	0.2
1996-12-02	14.11	0
1996-12-03	20.33	0
1996-12-04	21.5	0
1996-12-05	19.44	0.04
1996-12-06	15.28	0
1996-12-07	18	0
1996-12-08	18	0.04
1996-12-09	15.94	0.08
1996-12-10	16.78	0
1996-12-11	12.28	0
1996-12-12	11	0
1996-12-13	12.02	0
1996-12-14	13.04	0
1996-12-15	14.07	0
1996-12-16	15.09	0
1996-12-17	16.11	0
1996-12-18	17.72	1.02
1996-12-19	19.22	0.12
1996-12-20	19.67	0
1996-12-21	21.61	0
1996-12-22	17.33	0
1996-12-23	14.5	0.04
1996-12-24	17.94	0
1996-12-25	17.06	0
1996-12-26	16.22	0
1996-12-27	17.22	0
1996-12-28	13.94	0.16
1996-12-29	19.28	0
1996-12-30	14.22	0
1996-12-31	17.5	0
1997-01-01	15.33	0
1997-01-02	21.83	0
1997-01-03	25	0
1997-01-04	20.5	0
1997-01-05	19.78	0
1997-01-06	21.17	0
1997-01-07	17.67	0
1997-01-08	18.44	0
1997-01-09	15.72	1.54
1997-01-10	17.11	0.16
1997-01-11	18	0
1997-01-12	22.83	0.08
1997-01-13	18.06	0
1997-01-14	23.06	0
1997-01-15	19.94	0
1997-01-16	18.11	0
1997-01-17	18.67	0
1997-01-18	17.22	0.08
1997-01-19	17.11	0.04
1997-01-20	17.33	0
1997-01-21	20.89	0
1997-01-22	18.22	0
1997-01-23	19.17	0
1997-01-24	17.11	0.39
1997-01-25	18.06	0
1997-01-26	18.06	0.02
1997-01-27	18.61	0
1997-01-28	20	0
1997-01-29	18	0
1997-01-30	22.28	0
1997-01-31	21.89	0
1997-02-01	22.83	0
1997-02-02	20.94	0
1997-02-03	17.22	0
1997-02-04	16	0
1997-02-05	19.44	0
1997-02-06	19.78	0
1997-02-07	17.94	0
1997-02-08	21.11	0
1997-02-09	20.89	0
1997-02-10	23.28	0.16
1997-02-11	19.89	0
1997-02-12	16.33	0
1997-02-13	17.78	0
1997-02-14	19.44	0
1997-02-15	21.39	0
1997-02-16	22	0.12
1997-02-17	21.94	0
1997-02-18	19.11	0
1997-02-19	20.78	0
1997-02-20	17.22	0
1997-02-21	20.56	0
1997-02-22	19.78	0
1997-02-23	23.39	0
1997-02-24	20.56	0
1997-02-25	19.67	0
1997-02-26	19.61	0
1997-02-27	23.94	0
1997-02-28	18.89	0
1997-03-01	23.06	0
1997-03-02	18.94	0
1997-03-03	21.06	0
1997-03-04	17.28	0
1997-03-05	24.33	0
1997-03-06	17.78	0
1997-03-07	21.72	0
1997-03-08	19.06	0
1997-03-09	18.67	0
1997-03-10	19.94	0
1997-03-11	21.78	0
1997-03-12	18.89	0
1997-03-13	23.78	0
1997-03-14	24.61	0
1997-03-15	23.28	0
1997-03-16	20.11	0
1997-03-17	22.28	0
1997-03-18	19.33	0
1997-03-19	23.44	0
1997-03-20	23.5	0
1997-03-21	22.72	0
1997-03-22	22.22	0
1997-03-23	20	0
1997-03-24	20.72	0
1997-03-25	20	0
1997-03-26	20.67	0
1997-03-27	20.22	0
1997-03-28	21.44	0
1997-03-29	18.72	0
1997-03-30	16.06	0.98
1997-03-31	16.78	0.87
1997-04-01	12.39	0.28
1997-04-02	14.86	0
1997-04-03	17.33	0
1997-04-04	16.67	0.31
1997-04-05	14.44	1.22
1997-04-06	16.67	0.55
1997-04-07	15.78	1.1
1997-04-08	17.5	0.35
1997-04-09	18.22	0
1997-04-10	17.78	0.08
1997-04-11	17.5	0.2
1997-04-12	18.83	0
1997-04-13	17.61	0
1997-04-14	16.56	0.24
1997-04-15	14.39	0.2
1997-04-16	18.56	0
1997-04-17	17.28	0.12
1997-04-18	19.17	0
1997-04-19	18.94	0
1997-04-20	17.94	0
1997-04-21	18	0.04
1997-04-22	17.89	0.12
1997-04-23	18.67	0
1997-04-24	17.78	0.59
1997-04-25	17.67	0.02
1997-04-26	17.89	2.6
1997-04-27	19.39	0.04
1997-04-28	18.28	0.28
1997-04-29	18.78	0.24
1997-04-30	17.67	0.55
1997-05-01	16.39	0.28
1997-05-02	16.5	0.12
1997-05-03	16.61	0.04
1997-05-04	18.28	0.71
1997-05-05	16.39	0.08
1997-05-06	15.72	0.63
1997-05-07	18.5	0.71
1997-05-08	18.89	0
1997-05-09	18.72	0
1997-05-10	16.22	0.08
1997-05-11	16.06	0.63
1997-05-12	15.67	0.02
1997-05-13	18.56	1.18
1997-05-14	14.17	0.63
1997-05-15	16.72	0.24
1997-05-16	16.56	0
1997-05-17	17.22	0.59
1997-05-18	18.17	0
1997-05-19	15.22	0
1997-05-20	16.22	0
1997-05-21	18.56	0
1997-05-22	16.56	0
1997-05-23	16.72	0
1997-05-24	16.44	0.02
1997-05-25	19.56	0
1997-05-26	15.06	0
1997-05-27	16.28	0
1997-05-28	17.39	0
1997-05-29	15.83	0
1997-05-30	16.11	0
1997-05-31	15.61	0
1997-06-01	16.28	0
1997-06-02	16.11	0
1997-06-03	14.39	0
1997-06-04	16.67	0
1997-06-05	17.89	0
1997-06-06	17	0
1997-06-07	16.39	0
1997-06-08	18.45	0
1997-06-09	20.5	0
1997-06-10	17.44	0
1997-06-11	17.28	0
1997-06-12	16.89	0
1997-06-13	15.44	0
1997-06-14	17.72	0
1997-06-15	15.44	0.24
1997-06-16	14.78	0
1997-06-17	16.89	0.08
1997-06-18	16.73	0
1997-06-19	16.56	0
1997-06-20	16	0.02
1997-06-21	15.72	0
1997-06-22	16.78	0
1997-06-23	15.17	0
1997-06-24	15.94	0
1997-06-25	15.72	0
1997-06-26	15.06	0
1997-06-27	18.72	0
1997-06-28	16.44	0
1997-06-29	17.39	0.08
1997-06-30	15.83	0.39
1997-07-01	15.33	0
1997-07-02	14.83	0
1997-07-03	13.72	0.04
1997-07-04	13.33	0.39
1997-07-05	15.94	0
1997-07-06	16.39	0
1997-07-07	18.33	0
1997-07-08	14.22	0
1997-07-09	18	0
1997-07-10	15.33	0
1997-07-11	14.44	0
1997-07-12	12.28	0
1997-07-13	12.22	0
1997-07-14	15.06	0
1997-07-15	15.22	0
1997-07-16	15.28	0
1997-07-17	14.72	0
1997-07-18	13.72	0
1997-07-19	15.5	0
1997-07-20	15.22	0
1997-07-21	18.22	0
1997-07-22	13.94	0
1997-07-23	17.94	0
1997-07-24	15.44	0.12
1997-07-25	18.28	0
1997-07-26	16.78	0
1997-07-27	17.78	0
1997-07-28	18.11	0
1997-07-29	12.39	0
1997-07-30	20.28	0
1997-07-31	20.16	0
1997-08-01	20.04	0
1997-08-02	19.92	0
1997-08-03	19.8	0
1997-08-04	19.68	0
1997-08-05	19.56	0
1997-08-06	19.44	0.04
1997-08-07	16.33	0
1997-08-08	16.11	0.08
1997-08-09	14.17	0
1997-08-10	15.72	0
1997-08-11	14.97	0
1997-08-12	14.22	0
1997-08-13	14.67	0
1997-08-14	14.83	0
1997-08-15	17.83	0
1997-08-16	16.22	0
1997-08-17	15.39	0
1997-08-18	17.72	0
1997-08-19	16.11	0
1997-08-20	16	0
1997-08-21	15.28	0
1997-08-22	15.83	0
1997-08-23	17.83	0
1997-08-24	16.33	0
1997-08-25	15.56	0
1997-08-26	16.44	0
1997-08-27	17.89	0
1997-08-28	16.23	0
1997-08-29	14.56	0.02
1997-08-30	18.67	0
1997-08-31	17.94	0
1997-09-01	18.33	0
1997-09-02	14.56	0
1997-09-03	14.67	0
1997-09-04	14.33	0
1997-09-05	17.83	0
1997-09-06	15.67	2.2
1997-09-07	17.33	0
1997-09-08	20.89	0
1997-09-09	17.61	0
1997-09-10	18.11	0
1997-09-11	17.39	0
1997-09-12	17.11	0
1997-09-13	16.56	0
1997-09-14	17.94	0
1997-09-15	16.89	0
1997-09-16	17.28	0
1997-09-17	20.61	0
1997-09-18	16.78	0
1997-09-19	19.72	0
1997-09-20	16.39	0
1997-09-21	20.06	0
1997-09-22	18.67	0
1997-09-23	19.83	0
1997-09-24	19	0
1997-09-25	19.17	0
1997-09-26	21.5	0
1997-09-27	17.06	0
1997-09-28	21.67	0
1997-09-29	19.44	0
1997-09-30	19.61	0
1997-10-01	17	0
1997-10-02	17.89	0
1997-10-03	18.06	0
1997-10-04	17.61	0
1997-10-05	20.39	0
1997-10-06	18.78	0
1997-10-07	20.11	0.31
1997-10-08	20	0
1997-10-09	19.89	0
1997-10-10	19.22	0
1997-10-11	17.72	0
1997-10-12	19.67	0
1997-10-13	20.56	0
1997-10-14	20	0.02
1997-10-15	20	0.08
1997-10-16	18.67	0.02
1997-10-17	18.78	0
1997-10-18	17.83	0
1997-10-19	18.17	0.12
1997-10-20	17.22	0.2
1997-10-21	16.56	0.2
1997-10-22	18.89	0.2
1997-10-23	18.33	0
1997-10-24	19.61	0
1997-10-25	18.33	0
1997-10-26	18	0
1997-10-27	18	0
1997-10-28	18.61	0
1997-10-29	17.28	0
1997-10-30	17.22	0.24
1997-10-31	18	0.08
1997-11-01	17.28	0.08
1997-11-02	16.67	0.24
1997-11-03	17.5	0.04
1997-11-04	17.22	0.04
1997-11-05	16.72	0.43
1997-11-06	19.39	0.04
1997-11-07	18.22	0.16
1997-11-08	20.11	0.08
1997-11-09	19.5	0
1997-11-10	19.72	0
1997-11-11	16.56	0
1997-11-12	17.94	0
1997-11-13	20.94	0
1997-11-14	19	0
1997-11-15	15.78	0.2
1997-11-16	16.78	0.75
1997-11-17	16.11	1.46
1997-11-18	15.67	0.43
1997-11-19	17.33	2.99
1997-11-20	16.67	1.06
1997-11-21	15.28	1.61
1997-11-22	16.33	0.02
1997-11-23	16.11	0.43
1997-11-24	17.33	0.28
1997-11-25	17	0.31
1997-11-26	17.39	1.18
1997-11-27	17.72	0.24
1997-11-28	17.06	0
1997-11-29	16.61	2.64
1997-11-30	18.28	0.47
1997-12-01	18.89	0
1997-12-02	18.06	0
1997-12-03	17.28	0.55
1997-12-04	18.22	0.02
1997-12-05	18.61	0.12
1997-12-06	17.06	0.12
1997-12-07	20.06	0.04
1997-12-08	17.06	0.12
1997-12-09	17.17	0.55
1997-12-10	16.33	0.16
1997-12-11	18.61	0.24
1997-12-12	18.56	0
1997-12-13	18.39	0.08
1997-12-14	17.22	0.16
1997-12-15	16.39	0.43
1997-12-16	18.28	0
1997-12-17	20.17	0.2
1997-12-18	17.17	0.08
1997-12-19	16.22	0.28
1997-12-20	17	0
1997-12-21	20.11	0.16
1997-12-22	18.17	0
1997-12-23	17.5	0
1997-12-24	15.83	0.12
1997-12-25	17.22	0.12
1997-12-26	17.22	0.02
1997-12-27	18.89	0
1997-12-28	18	0
1997-12-29	20.67	0
1997-12-30	15.78	0
1997-12-31	16.72	0
1998-01-01	14.61	0.12
1998-01-02	16.61	0.83
1998-01-03	18.83	0.43
1998-01-04	18.11	0.04
1998-01-05	17.44	0.31
1998-01-06	17.28	0.16
1998-01-07	19.67	0
1998-01-08	18.56	0
1998-01-09	17.72	0
1998-01-10	18.22	0.08
1998-01-11	17.56	0.83
1998-01-12	17.73	0
1998-01-13	17.89	0.04
1998-01-14	17.89	0.28
1998-01-15	17.64	0
1998-01-16	17.39	0
1998-01-17	15.78	0.39
1998-01-18	16.39	0.94
1998-01-19	17.5	0.55
1998-01-20	18.7	0
1998-01-21	19.91	0
1998-01-22	21.11	0
1998-01-23	21.75	0
1998-01-24	22.39	0
1998-01-25	20.34	0
1998-01-26	18.28	0.04
1998-01-27	20.22	0.04
1998-01-28	16.83	0
1998-01-29	18.06	0.71
1998-01-30	17.11	0
1998-01-31	17.78	0
1998-02-01	16.33	0
1998-02-02	18.39	0.04
1998-02-03	14.61	0
1998-02-04	19.11	0
1998-02-05	16.56	0
1998-02-06	18.28	0
1998-02-07	17.56	0.04
1998-02-08	17.56	0.59
1998-02-09	18.33	0.43
1998-02-10	18.33	1.54
1998-02-11	17.83	1.54
1998-02-12	16.72	0.43
1998-02-13	18.78	0.79
1998-02-14	17.89	0.43
1998-02-15	16.89	0.08
1998-02-16	17.17	0.08
1998-02-17	17.61	0.04
1998-02-18	18.17	0.04
1998-02-19	17.22	1.13
1998-02-20	17.72	0.04
1998-02-21	18.56	0.08
1998-02-22	19.28	0
1998-02-23	19.89	0
1998-02-24	19.67	0
1998-02-25	16.33	0
1998-02-26	16.39	0
1998-02-27	16.11	0
1998-02-28	18.94	0
1998-03-01	20.22	0
1998-03-02	21.5	0
1998-03-03	22.78	0
1998-03-04	18.61	0
1998-03-05	19.33	0
1998-03-06	18.67	0
1998-03-07	18.11	0
1998-03-08	18.57	0
1998-03-09	19.04	0
1998-03-10	19.5	0.31
1998-03-11	16.94	0
1998-03-12	17.89	0
1998-03-13	18.78	0
1998-03-14	19.67	0
1998-03-15	19.22	0
1998-03-16	16.83	0
1998-03-17	20.94	0
1998-03-18	18.33	0
1998-03-19	15.94	0
1998-03-20	16.89	0
1998-03-21	17.89	0
1998-03-22	18.89	0.12
1998-03-23	22.22	0
1998-03-24	21.2	0
1998-03-25	20.19	0
1998-03-26	19.17	0
1998-03-27	18.56	0
1998-03-28	19.5	0.02
1998-03-29	18.39	0
1998-03-30	18.34	0
1998-03-31	18.28	0
1998-04-01	18.72	0
1998-04-02	19.16	0
1998-04-03	19.61	0.04
1998-04-04	19.16	0
1998-04-05	18.72	0.51
1998-04-06	19	0
1998-04-07	15.33	0.16
1998-04-08	18.94	0.63
1998-04-09	18.83	0.02
1998-04-10	17.89	0.51
1998-04-11	19.5	0
1998-04-12	19.56	0.02
1998-04-13	17.61	1.22
1998-04-14	17.83	3.54
1998-04-15	19.39	0
1998-04-16	19.22	0
1998-04-17	17.94	1.22
1998-04-18	18.41	0
1998-04-19	18.89	0
1998-04-20	19.5	0
1998-04-21	18.39	0.16
1998-04-22	18.06	0.02
1998-04-23	20.61	0
1998-04-24	19.06	0
1998-04-25	18.67	0.16
1998-04-26	19.39	0.31
1998-04-27	16.83	0
1998-04-28	17.89	0
1998-04-29	17.33	0
1998-04-30	17.56	0.12
1998-05-01	19.56	0.02
1998-05-02	19.28	0
1998-05-03	20.11	0
1998-05-04	17.83	0.83
1998-05-05	17.61	0.79
1998-05-06	17.78	0.08
1998-05-07	16.39	0.98
1998-05-08	18.06	1.57
1998-05-09	18.06	0.75
1998-05-10	16.94	0.75
1998-05-11	17.94	0.47
1998-05-12	17.44	0.04
1998-05-13	18.78	0.16
1998-05-14	18.06	0
1998-05-15	17.89	0.08
1998-05-16	17.61	0.2
1998-05-17	17.17	0
1998-05-18	16.94	0
1998-05-19	17.44	0
1998-05-20	17.94	0
1998-05-21	17.06	0
1998-05-22	17.94	0
1998-05-23	19.39	0.2
1998-05-24	17.83	0.04
1998-05-25	17.78	0.24
1998-05-26	17.78	0
1998-05-27	18.5	0.47
1998-05-28	17.17	0.04
1998-05-29	17.67	0.16
1998-05-30	16.5	0
1998-05-31	14.83	0
1998-06-01	17.22	0
1998-06-02	18.56	0
1998-06-03	17.72	0
1998-06-04	17.5	0
1998-06-05	18.22	0
1998-06-06	18.11	0
1998-06-07	18	0
1998-06-08	19.22	0.16
1998-06-09	16.17	1.81
1998-06-10	16.33	0
1998-06-11	15.55	0
1998-06-12	14.78	0
1998-06-13	17.33	0
1998-06-14	18.11	0
1998-06-15	14.94	0
1998-06-16	15.22	0
1998-06-17	15.72	0
1998-06-18	15.61	0
1998-06-19	17.06	0
1998-06-20	17.67	0
1998-06-21	15.89	0
1998-06-22	16.33	0
1998-06-23	18.28	0
1998-06-24	18.72	0
1998-06-25	16	0
1998-06-26	14.5	0
1998-06-27	17.39	0
1998-06-28	13.67	0
1998-06-29	13.17	0
1998-06-30	14.34	0
1998-07-01	15.5	0
1998-07-02	15.25	0
1998-07-03	15	0
1998-07-04	15.44	0
1998-07-05	16.61	0
1998-07-06	14.72	0
1998-07-07	16.89	0
1998-07-08	14.89	0
1998-07-09	13.39	0
1998-07-10	11.94	0
1998-07-11	16.39	0
1998-07-12	15.94	0
1998-07-13	15.81	0
1998-07-14	15.69	0
1998-07-15	15.56	0
1998-07-16	15.44	0
1998-07-17	15.31	0
1998-07-18	15.19	0
1998-07-19	15.06	0
1998-07-20	14.94	0
1998-07-21	16.97	0
1998-07-22	19	0.08
1998-07-23	17.72	0
1998-07-24	12	0
1998-07-25	13.03	0
1998-07-26	14.06	0
1998-07-27	14.23	0
1998-07-28	14.41	0
1998-07-29	14.58	0
1998-07-30	14.76	0
1998-07-31	14.93	0
1998-08-01	15.11	0
1998-08-02	15.28	0
1998-08-03	15.46	0
1998-08-04	15.63	0
1998-08-05	15.81	0
1998-08-06	15.98	0
1998-08-07	16.16	0
1998-08-08	16.33	0
1998-08-09	12.17	0
1998-08-10	10.44	0
1998-08-11	13.89	0
1998-08-12	14.15	0
1998-08-13	14.41	0
1998-08-14	14.67	0
1998-08-15	16.56	0
1998-08-16	15.86	0
1998-08-17	15.17	0
1998-08-18	16	0
1998-08-19	13.44	0
1998-08-20	10.5	0
1998-08-21	15.36	0
1998-08-22	20.22	0
1998-08-23	18.17	0
1998-08-24	14.39	0
1998-08-25	14.05	0
1998-08-26	13.72	0
1998-08-27	13.56	0
1998-08-28	12.33	0
1998-08-29	17.72	0
1998-08-30	17.3	0
1998-08-31	16.89	0
1998-09-01	20.28	0
1998-09-02	18.66	0
1998-09-03	17.03	0
1998-09-04	15.4	0
1998-09-05	13.78	0
1998-09-06	12.56	0
1998-09-07	13.39	0
1998-09-08	14.8	0
1998-09-09	16.22	0
1998-09-10	20.67	0
1998-09-11	19.34	0
1998-09-12	18	0
1998-09-13	16.67	0
1998-09-14	16.67	0
1998-09-15	14.17	0
1998-09-16	15.22	0
1998-09-17	14.94	0
1998-09-18	15.11	0.02
1998-09-19	20.89	0
1998-09-20	18.13	0
1998-09-21	15.37	0
1998-09-22	12.61	0
1998-09-23	14.94	0
1998-09-24	15.52	0
1998-09-25	16.11	0
1998-09-26	16.69	0
1998-09-27	17.27	0
1998-09-28	17.86	0
1998-09-29	18.44	0.2
1998-09-30	20.83	0
1998-10-01	23.22	0
1998-10-02	18.17	0
1998-10-03	18.5	0
1998-10-04	14.28	0
1998-10-05	15.67	0
1998-10-06	12.83	0
1998-10-07	15.33	0
1998-10-08	17.83	0
1998-10-09	20.33	0
1998-10-10	19.82	0
1998-10-11	19.3	0
1998-10-12	18.79	0
1998-10-13	18.28	0
1998-10-14	19.78	0.16
1998-10-15	16.28	0.08
1998-10-16	15.17	0
1998-10-17	16.17	0
1998-10-18	17.17	0
1998-10-19	18.17	0
1998-10-20	19.17	0
1998-10-21	18.93	0
1998-10-22	18.68	0
1998-10-23	18.44	0
1998-10-24	18.19	0
1998-10-25	17.95	0
1998-10-26	17.7	0
1998-10-27	17.46	0
1998-10-28	17.21	0
1998-10-29	16.97	0
1998-10-30	16.72	0
1998-10-31	16.48	0
1998-11-01	16.24	0
1998-11-02	15.99	0
1998-11-03	15.75	0
1998-11-04	15.5	0
1998-11-05	15.26	0
1998-11-06	15.01	0
1998-11-07	14.77	0
1998-11-08	14.52	0
1998-11-09	14.28	0
1998-11-10	14.03	0
1998-11-11	13.79	0
1998-11-12	13.54	0
1998-11-13	13.3	0
1998-11-14	13.06	0
1998-11-15	12.81	0
1998-11-16	12.57	0
1998-11-17	12.32	0
1998-11-18	12.08	0
1998-11-19	11.83	0
1998-11-20	11.59	0
1998-11-21	11.34	0
1998-11-22	11.1	0
1998-11-23	10.85	0
1998-11-24	10.61	0
1998-11-25	11.28	0
1998-11-26	11.96	0
1998-11-27	12.63	0
1998-11-28	13.31	0
1998-11-29	13.98	0
1998-11-30	14.66	0
1998-12-01	15.33	0
1998-12-02	15.11	0
1998-12-03	17.02	0
1998-12-04	18.94	0
1998-12-05	20.17	0
1998-12-06	20.26	0
1998-12-07	20.35	0
1998-12-08	20.43	0
1998-12-09	20.52	0
1998-12-10	20.61	0
1998-12-11	20.7	0
1998-12-12	20.78	0
1998-12-13	20.87	0
1998-12-14	20.96	0
1998-12-15	21.04	0
1998-12-16	21.13	0
1998-12-17	21.22	0
1998-12-18	20.35	0
1998-12-19	19.48	0
1998-12-20	18.6	0
1998-12-21	17.73	0
1998-12-22	16.86	0
1998-12-23	15.99	0
1998-12-24	15.12	0
1998-12-25	14.24	0
1998-12-26	13.37	0
1998-12-27	12.5	0
1998-12-28	12.06	0
1998-12-29	12.45	0
1998-12-30	12.85	0
1998-12-31	13.24	0
